video_path,npy_path,label,split,class_index
Adjectives/1. loud/MVI_5177.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5177.npy,1. loud,test,1.0
Adjectives/79. short/MVI_5271.MOV,extracted_landmarks\Adjectives\79. short\MVI_5271.npy,79. short,test,40.0
Adjectives/3. happy/MVI_5183.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5183.npy,3. happy,test,11.0
Animals/1. Dog/MVI_2978.MOV,extracted_landmarks\Animals\1. Dog\MVI_2978.npy,1. Dog,test,0.0
Home/28. Window/MVI_8768.MP4,extracted_landmarks\Home\28. Window\MVI_8768.npy,28. Window,test,10.0
Days_and_Time/78. Year/MVI_9177.MP4,extracted_landmarks\Days_and_Time\78. Year\MVI_9177.npy,78. Year,test,38.0
People/66. Brother/MVI_3929.MOV,extracted_landmarks\People\66. Brother\MVI_3929.npy,66. Brother,test,34.0
Pronouns/40. I/MVI_0064.MOV,extracted_landmarks\Pronouns\40. I\MVI_0064.npy,40. I,test,16.0
Adjectives/91. new/MVI_5150.MOV,extracted_landmarks\Adjectives\91. new\MVI_5150.npy,91. new,test,47.0
Adjectives/91. new/MVI_9501.MOV,extracted_landmarks\Adjectives\91. new\MVI_9501.npy,91. new,test,47.0
Means_of_Transportation/16. train ticket/MVI_3197.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3197.npy,16. train ticket,test,4.0
Society/2. Death/MVI_4801.MOV,extracted_landmarks\Society\2. Death\MVI_4801.npy,2. Death,test,6.0
Society/2. Death/MVI_4256.MOV,extracted_landmarks\Society\2. Death\MVI_4256.npy,2. Death,test,6.0
Animals/1. Dog/MVI_3087.MOV,extracted_landmarks\Animals\1. Dog\MVI_3087.npy,1. Dog,test,0.0
Clothes/42. T-Shirt/MVI_4004.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_4004.npy,42. T-Shirt,test,18.0
Adjectives/79. short/MVI_9462.MOV,extracted_landmarks\Adjectives\79. short\MVI_9462.npy,79. short,test,40.0
Electronics/53. Fan/MVI_5388.MOV,extracted_landmarks\Electronics\53. Fan\MVI_5388.npy,53. Fan,test,26.0
Home/34. Pen/MVI_4906.MOV,extracted_landmarks\Home\34. Pen\MVI_4906.npy,34. Pen,test,12.0
Clothes/37. Hat/MVI_5156.MOV,extracted_landmarks\Clothes\37. Hat\MVI_5156.npy,37. Hat,test,14.0
Greetings/48. Hello/MVI_0091.MOV,extracted_landmarks\Greetings\48. Hello\MVI_0091.npy,48. Hello,test,23.0
Clothes/37. Hat/MVI_5155.MOV,extracted_landmarks\Clothes\37. Hat\MVI_5155.npy,37. Hat,test,14.0
Greetings/48. Hello/MVI_9915.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9915.npy,48. Hello,test,23.0
Greetings/55. Thank you/MVI_9951.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9951.npy,55. Thank you,test,29.0
People/77. Boy/MVI_5287.MOV,extracted_landmarks\People\77. Boy\MVI_5287.npy,77. Boy,test,36.0
Society/2. Death/MVI_4800.MOV,extracted_landmarks\Society\2. Death\MVI_4800.npy,2. Death,test,6.0
Electronics/53. Fan/MVI_5387.MOV,extracted_landmarks\Electronics\53. Fan\MVI_5387.npy,53. Fan,test,26.0
Pronouns/46. you (plural)/MVI_9905.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9905.npy,46. you (plural),test,21.0
Places/23. Court/MVI_3611.MOV,extracted_landmarks\Places\23. Court\MVI_3611.npy,23. Court,test,8.0
Places/28. Store or Shop/MVI_3634.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3634.npy,28. Store or Shop,test,9.0
Animals/1. Dog/MVI_2980.MOV,extracted_landmarks\Animals\1. Dog\MVI_2980.npy,1. Dog,test,0.0
Clothes/42. T-Shirt/MVI_3852.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_3852.npy,42. T-Shirt,test,18.0
Means_of_Transportation/16. train ticket/MVI_4193.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_4193.npy,16. train ticket,test,4.0
Pronouns/44. it/MVI_0015.MOV,extracted_landmarks\Pronouns\44. it\MVI_0015.npy,44. it,test,20.0
Jobs/91. Priest/MVI_4772.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4772.npy,91. Priest,test,46.0
Greetings/51. Good Morning/MVI_9969.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9969.npy,51. Good Morning,test,25.0
Pronouns/44. it/MVI_0026.MOV,extracted_landmarks\Pronouns\44. it\MVI_0026.npy,44. it,test,20.0
Seasons/64. Fall/MVI_9132.MP4,extracted_landmarks\Seasons\64. Fall\MVI_9132.npy,64. Fall,test,33.0
Home/40. Paint/MVI_8817.MP4,extracted_landmarks\Home\40. Paint\MVI_8817.npy,40. Paint,test,17.0
People/66. Brother/MVI_4077.MOV,extracted_landmarks\People\66. Brother\MVI_4077.npy,66. Brother,test,34.0
Clothes/37. Hat/MVI_3984.MOV,extracted_landmarks\Clothes\37. Hat\MVI_3984.npy,37. Hat,test,14.0
Colours/54. Black/MVI_3742.MOV,extracted_landmarks\Colours\54. Black\MVI_3742.npy,54. Black,test,27.0
Adjectives/84. small little/MVI_9397.MOV,extracted_landmarks\Adjectives\84. small little\MVI_9397.npy,84. small little,test,43.0
Adjectives/1. loud/MVI_5259.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5259.npy,1. loud,test,1.0
Greetings/48. Hello/MVI_9982.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9982.npy,48. Hello,test,23.0
Days_and_Time/86. Time/MVI_5077.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_5077.npy,86. Time,test,44.0
People/66. Brother/MVI_3779.MOV,extracted_landmarks\People\66. Brother\MVI_3779.npy,66. Brother,test,34.0
Adjectives/87. hot/MVI_9329.MOV,extracted_landmarks\Adjectives\87. hot\MVI_9329.npy,87. hot,test,45.0
People/61. Father/MVI_5080.MOV,extracted_landmarks\People\61. Father\MVI_5080.npy,61. Father,test,31.0
Adjectives/79. short/MVI_9222.MOV,extracted_landmarks\Adjectives\79. short\MVI_9222.npy,79. short,test,40.0
Means_of_Transportation/16. train ticket/MVI_3163.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3163.npy,16. train ticket,test,4.0
Means_of_Transportation/11. Car/MVI_3176.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3176.npy,11. Car,test,2.0
Adjectives/2. quiet/MVI_9372.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9372.npy,2. quiet,test,7.0
Home/34. Pen/MVI_8793.MP4,extracted_landmarks\Home\34. Pen\MVI_8793.npy,34. Pen,test,12.0
Colours/54. Black/MVI_4041.MOV,extracted_landmarks\Colours\54. Black\MVI_4041.npy,54. Black,test,27.0
Days_and_Time/78. Year/MVI_5049.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_5049.npy,78. Year,test,38.0
